8300
# tracer: nop
#
# entries-in-buffer/entries-written: 13548/13548   #P:8
#
#                              _-----=> irqs-off
#                             / _----=> need-resched
#                            | / _---=> hardirq/softirq
#                            || / _--=> preempt-depth
#                            ||| /     delay
#           TASK-PID   CPU#  ||||    TIMESTAMP  FUNCTION
#              | |       |   ||||       |         |
      goa-daemon-1835  [000] d... 577962.526804: sched_wakeup: comm=pool pid=1839 prio=120 success=1 target_cpu=002
      goa-daemon-1835  [000] .... 577962.526805: sys_futex -> 0x1
          <idle>-0     [000] dNs. 577962.532318: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
          <idle>-0     [000] dNs. 577962.532323: sched_wakeup: comm=rcu_sched pid=7 prio=120 success=1 target_cpu=001
          <idle>-0     [000] dNs. 577962.801482: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
          <idle>-0     [000] dNs. 577962.801485: sched_wakeup: comm=rcu_sched pid=7 prio=120 success=1 target_cpu=001
          <idle>-0     [000] dNs. 577962.807483: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
          <idle>-0     [000] dNs. 577962.807485: sched_wakeup: comm=rcu_sched pid=7 prio=120 success=1 target_cpu=001
           <...>-9378  [000] dNs. 577963.027618: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
     kworker/0:1-1492  [000] d... 577963.027629: sched_wakeup: comm=kworker/5:7 pid=32663 prio=120 success=1 target_cpu=005
           <...>-9378  [000] d... 577963.029358: sched_wakeup_new: comm=sh pid=9381 prio=120 success=1 target_cpu=007
           <...>-9378  [000] d... 577963.029518: sched_wakeup_new: comm=sh pid=9382 prio=120 success=1 target_cpu=001
           <...>-9378  [000] d... 577963.029668: sched_wakeup_new: comm=sh pid=9384 prio=120 success=1 target_cpu=002
           <...>-9384  [000] .... 577963.031793: sched_process_exit: comm=cut pid=9384 prio=120
           <...>-9384  [000] d... 577963.031809: sched_wakeup: comm=sh pid=9378 prio=120 success=1 target_cpu=002
           <...>-9386  [000] d... 577963.033378: sched_wakeup: comm=sh pid=9388 prio=120 success=1 target_cpu=001
           <...>-9386  [000] dNs. 577963.033625: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
           <...>-9386  [000] d... 577963.034838: sched_wakeup_new: comm=sh pid=9389 prio=120 success=1 target_cpu=007
           <...>-9386  [000] d... 577963.034991: sched_wakeup_new: comm=sh pid=9390 prio=120 success=1 target_cpu=001
           <...>-9386  [000] d... 577963.035124: sched_wakeup_new: comm=sh pid=9391 prio=120 success=1 target_cpu=007
           <...>-9386  [000] .... 577963.037437: sched_process_exit: comm=sh pid=9386 prio=120
         rcuos/4-12    [000] d... 577963.044653: sched_wakeup: comm=rcuos/5 pid=13 prio=120 success=1 target_cpu=004
         rcuos/4-12    [000] d... 577963.050643: sched_wakeup: comm=rcuos/5 pid=13 prio=120 success=1 target_cpu=004
         rcuos/2-10    [000] d... 577963.056654: sched_wakeup: comm=rcuos/3 pid=11 prio=120 success=1 target_cpu=001
          <idle>-0     [000] dNs. 577963.062640: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
          <idle>-0     [000] dNs. 577963.062642: sched_wakeup: comm=rcu_sched pid=7 prio=120 success=1 target_cpu=001
         rcuos/2-10    [000] d... 577963.068659: sched_wakeup: comm=rcuos/3 pid=11 prio=120 success=1 target_cpu=001
         rcuos/2-10    [000] d... 577963.221997: sched_wakeup: comm=rcu_sched pid=7 prio=120 success=1 target_cpu=005
          <idle>-0     [000] dNs. 577963.227737: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
          <idle>-0     [000] dNs. 577963.227740: sched_wakeup: comm=rcu_sched pid=7 prio=120 success=1 target_cpu=001
          <idle>-0     [000] dNs. 577963.302784: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
          <idle>-0     [000] dNs. 577963.302786: sched_wakeup: comm=rcu_sched pid=7 prio=120 success=1 target_cpu=001
          <idle>-0     [000] dNs. 577963.803084: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
          <idle>-0     [000] dNs. 577963.803089: sched_wakeup: comm=rcu_sched pid=7 prio=120 success=1 target_cpu=001
          <idle>-0     [000] dNs. 577963.897142: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
           <...>-9394  [000] dNs. 577964.029225: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
           <...>-9394  [000] d... 577964.029482: sched_wakeup: comm=uname pid=9395 prio=120 success=1 target_cpu=004
           <...>-9394  [000] d... 577964.030410: sched_wakeup_new: comm=sh pid=9397 prio=120 success=1 target_cpu=007
           <...>-9394  [000] d... 577964.030582: sched_wakeup_new: comm=sh pid=9398 prio=120 success=1 target_cpu=001
           <...>-9394  [000] d... 577964.030728: sched_wakeup_new: comm=sh pid=9400 prio=120 success=1 target_cpu=007
          <idle>-0     [000] dNs. 577964.031226: sched_wakeup: comm=rcu_sched pid=7 prio=120 success=1 target_cpu=000
           <...>-9402  [000] dNs. 577964.033228: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
     kworker/0:1-1492  [000] d... 577964.033256: sched_wakeup: comm=kworker/1:2 pid=8695 prio=120 success=1 target_cpu=001
           <...>-9402  [000] dN.. 577964.033917: sched_wakeup: comm=migration/0 pid=25 prio=0 success=1 target_cpu=000
          <idle>-0     [000] dNs. 577964.034224: sched_wakeup: comm=rcu_sched pid=7 prio=120 success=1 target_cpu=000
       rcu_sched-7     [000] d... 577964.034231: sched_wakeup: comm=rcuos/2 pid=10 prio=120 success=1 target_cpu=002
          <idle>-0     [000] dNs. 577964.037226: sched_wakeup: comm=rcu_sched pid=7 prio=120 success=1 target_cpu=000
           <...>-9402  [000] .... 577964.038719: sched_process_exit: comm=sh pid=9402 prio=120
          <idle>-0     [000] dNs. 577964.040228: sched_wakeup: comm=rcu_sched pid=7 prio=120 success=1 target_cpu=000
       rcu_sched-7     [000] d... 577964.040237: sched_wakeup: comm=rcuos/4 pid=12 prio=120 success=1 target_cpu=001
       rcu_sched-7     [000] d... 577964.040239: sched_wakeup: comm=rcuos/0 pid=8 prio=120 success=1 target_cpu=005
       rcu_sched-7     [000] d... 577964.040242: sched_wakeup: comm=rcuos/6 pid=14 prio=120 success=1 target_cpu=002
          <idle>-0     [000] dNs. 577964.043229: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
          <idle>-0     [000] dNs. 577964.043230: sched_wakeup: comm=rcu_sched pid=7 prio=120 success=1 target_cpu=001
          <idle>-0     [000] dNs. 577964.064242: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
          <idle>-0     [000] dNs. 577964.064244: sched_wakeup: comm=rcu_sched pid=7 prio=120 success=1 target_cpu=001
         rcuos/0-8     [000] d... 577964.076266: sched_wakeup: comm=rcuos/1 pid=9 prio=120 success=1 target_cpu=001
          <idle>-0     [000] dNs. 577964.304386: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
          <idle>-0     [000] dNs. 577964.304389: sched_wakeup: comm=rcu_sched pid=7 prio=120 success=1 target_cpu=001
          <idle>-0     [000] dNs. 577964.805688: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
          <idle>-0     [000] dNs. 577964.805692: sched_wakeup: comm=rcu_sched pid=7 prio=120 success=1 target_cpu=001
          <idle>-0     [000] dNh. 577964.823702: sched_wakeup: comm=watchdog/0 pid=26 prio=0 success=1 target_cpu=000
         rcuos/2-10    [000] d... 577965.027842: sched_wakeup: comm=rcu_sched pid=7 prio=120 success=1 target_cpu=005
           <...>-9408  [000] .... 577965.031745: sched_process_exit: comm=sh pid=9408 prio=120
           <...>-9414  [000] dN.. 577965.032591: sched_wakeup: comm=migration/0 pid=25 prio=0 success=1 target_cpu=000
          <idle>-0     [000] dNs. 577965.033829: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
          <idle>-0     [000] dNs. 577965.033833: sched_wakeup: comm=rcu_sched pid=7 prio=120 success=1 target_cpu=001
     kworker/0:1-1492  [000] d... 577965.033846: sched_wakeup: comm=kworker/3:2 pid=7744 prio=120 success=1 target_cpu=003
           <...>-9418  [000] dN.. 577965.035711: sched_wakeup: comm=migration/0 pid=25 prio=0 success=1 target_cpu=000
           <...>-9416  [000] .... 577965.036865: sched_process_exit: comm=sh pid=9416 prio=120
         rcuos/0-8     [000] d... 577965.039851: sched_wakeup: comm=rcuos/1 pid=9 prio=120 success=1 target_cpu=002
           <...>-9418  [000] .... 577965.040555: sched_process_exit: comm=sh pid=9418 prio=120
         rcuos/0-8     [000] d... 577965.051852: sched_wakeup: comm=rcuos/1 pid=9 prio=120 success=1 target_cpu=003
          <idle>-0     [000] dNs. 577965.057843: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
          <idle>-0     [000] dNs. 577965.057845: sched_wakeup: comm=rcu_sched pid=7 prio=120 success=1 target_cpu=001
         rcuos/0-8     [000] d... 577965.063862: sched_wakeup: comm=rcuos/1 pid=9 prio=120 success=1 target_cpu=003
         rcuos/2-10    [000] d... 577965.069865: sched_wakeup: comm=rcuos/3 pid=11 prio=120 success=1 target_cpu=004
          <idle>-0     [000] dNs. 577965.075852: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
          <idle>-0     [000] dNs. 577965.075853: sched_wakeup: comm=rcu_sched pid=7 prio=120 success=1 target_cpu=001
          <idle>-0     [000] dNh. 577965.221467: sched_wakeup: comm=gmain pid=20788 prio=120 success=1 target_cpu=000
         rcuos/2-10    [000] d... 577965.301299: sched_wakeup: comm=rcu_sched pid=7 prio=120 success=1 target_cpu=005
          <idle>-0     [000] dNs. 577965.306990: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
          <idle>-0     [000] dNs. 577965.306993: sched_wakeup: comm=rcu_sched pid=7 prio=120 success=1 target_cpu=001
       rcu_sched-7     [000] d... 577965.808305: sched_wakeup: comm=rcuos/2 pid=10 prio=120 success=1 target_cpu=002
          <idle>-0     [000] dNs. 577965.811295: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
          <idle>-0     [000] dNs. 577965.811301: sched_wakeup: comm=rcu_sched pid=7 prio=120 success=1 target_cpu=001
           <...>-9430  [000] dN.. 577966.033883: sched_wakeup: comm=migration/0 pid=25 prio=0 success=1 target_cpu=000
         rcuos/2-10    [000] d... 577966.034449: sched_wakeup: comm=rcuos/3 pid=11 prio=120 success=1 target_cpu=001
           <...>-9426  [000] .... 577966.036365: sched_process_exit: comm=sh pid=9426 prio=120
          <idle>-0     [000] dNs. 577966.040437: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
          <idle>-0     [000] dNs. 577966.040442: sched_wakeup: comm=rcu_sched pid=7 prio=120 success=1 target_cpu=001
          <idle>-0     [000] dNs. 577966.040447: sched_wakeup: comm=ksoftirqd/0 pid=3 prio=120 success=1 target_cpu=000
           <...>-9434  [000] .... 577966.041665: sched_process_exit: comm=sh pid=9434 prio=120
         rcuos/2-10    [000] d... 577966.045456: sched_wakeup: comm=rcuos/3 pid=11 prio=120 success=1 target_cpu=001
         rcuos/2-10    [000] d... 577966.057463: sched_wakeup: comm=rcuos/3 pid=11 prio=120 success=1 target_cpu=001
          <idle>-0     [000] dNs. 577966.063448: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
          <idle>-0     [000] dNs. 577966.063450: sched_wakeup: comm=rcu_sched pid=7 prio=120 success=1 target_cpu=001
         rcuos/2-10    [000] d... 577966.069466: sched_wakeup: comm=rcuos/3 pid=11 prio=120 success=1 target_cpu=001
         rcuos/0-8     [000] d... 577966.075470: sched_wakeup: comm=rcuos/1 pid=9 prio=120 success=1 target_cpu=002
          <idle>-0     [000] dNs. 577966.081457: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
          <idle>-0     [000] dNs. 577966.081459: sched_wakeup: comm=rcu_sched pid=7 prio=120 success=1 target_cpu=001
       rcu_sched-7     [000] d... 577966.308604: sched_wakeup: comm=rcuos/2 pid=10 prio=120 success=1 target_cpu=002
          <idle>-0     [000] dNs. 577966.311597: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
          <idle>-0     [000] dNs. 577966.311600: sched_wakeup: comm=rcu_sched pid=7 prio=120 success=1 target_cpu=001
       rcu_sched-7     [000] d... 577966.814910: sched_wakeup: comm=rcuos/2 pid=10 prio=120 success=1 target_cpu=001
           <...>-9442  [000] dNs. 577967.033037: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
           <...>-9442  [000] dNs. 577967.033044: sched_wakeup: comm=rcu_sched pid=7 prio=120 success=1 target_cpu=001
           <...>-9442  [000] d... 577967.033467: sched_wakeup: comm=uname pid=9443 prio=120 success=1 target_cpu=004
           <...>-9442  [000] d... 577967.034414: sched_wakeup_new: comm=sh pid=9445 prio=120 success=1 target_cpu=007
           <...>-9442  [000] d... 577967.034573: sched_wakeup_new: comm=sh pid=9446 prio=120 success=1 target_cpu=001
           <...>-9442  [000] d... 577967.034712: sched_wakeup_new: comm=sh pid=9448 prio=120 success=1 target_cpu=002
           <...>-9448  [000] dNs. 577967.035033: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
     kworker/0:1-1492  [000] d... 577967.035052: sched_wakeup: comm=kworker/3:2 pid=7744 prio=120 success=1 target_cpu=003
           <...>-9450  [000] dN.. 577967.037934: sched_wakeup: comm=migration/0 pid=25 prio=0 success=1 target_cpu=000
           <...>-9451  [000] d... 577967.038383: sched_wakeup: comm=cut pid=9452 prio=120 success=1 target_cpu=002
           <...>-9451  [000] .... 577967.038834: sched_process_exit: comm=uname pid=9451 prio=120
           <...>-9451  [000] d... 577967.038852: sched_wakeup: comm=sh pid=9447 prio=120 success=1 target_cpu=005
           <...>-9450  [000] .... 577967.042828: sched_process_exit: comm=sh pid=9450 prio=120
          <idle>-0     [000] dNs. 577967.050045: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
          <idle>-0     [000] dNs. 577967.050047: sched_wakeup: comm=rcu_sched pid=7 prio=120 success=1 target_cpu=001
          <idle>-0     [000] dNs. 577967.068052: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
          <idle>-0     [000] dNs. 577967.068054: sched_wakeup: comm=rcu_sched pid=7 prio=120 success=1 target_cpu=001
          <idle>-0     [000] dNs. 577967.086062: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
          <idle>-0     [000] dNs. 577967.086064: sched_wakeup: comm=rcu_sched pid=7 prio=120 success=1 target_cpu=001
          <idle>-0     [000] dNs. 577967.316201: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
          <idle>-0     [000] dNs. 577967.316204: sched_wakeup: comm=rcu_sched pid=7 prio=120 success=1 target_cpu=001
          <idle>-0     [000] dNh. 577967.529831: sched_wakeup: comm=goa-daemon pid=1835 prio=120 success=1 target_cpu=000
      goa-daemon-1835  [000] .... 577967.529860: sys_futex(uaddr: 17c1850, op: 1, val: 1, utime: 0, uaddr2: 31f242fab2012c, val3: 17c1d10)
      goa-daemon-1835  [000] d... 577967.529868: sched_wakeup: comm=pool pid=1839 prio=120 success=1 target_cpu=002
      goa-daemon-1835  [000] .... 577967.529868: sys_futex -> 0x1
         rcuos/2-10    [000] d... 577967.806109: sched_wakeup: comm=rcu_sched pid=7 prio=120 success=1 target_cpu=005
          <idle>-0     [000] dNs. 577967.811500: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
          <idle>-0     [000] dNs. 577967.811505: sched_wakeup: comm=rcu_sched pid=7 prio=120 success=1 target_cpu=001
          <idle>-0     [000] dNs. 577967.899554: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
          <idle>-0     [000] dNs. 577968.036638: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
          <idle>-0     [000] dNs. 577968.036642: sched_wakeup: comm=rcu_sched pid=7 prio=120 success=1 target_cpu=002
          <idle>-0     [000] dNs. 577968.036644: sched_wakeup: comm=ksoftirqd/0 pid=3 prio=120 success=1 target_cpu=000
           <...>-9466  [000] dN.. 577968.039656: sched_wakeup: comm=migration/0 pid=25 prio=0 success=1 target_cpu=000
       rcu_sched-7     [000] d... 577968.042656: sched_wakeup: comm=rcuos/4 pid=12 prio=120 success=1 target_cpu=004
       rcu_sched-7     [000] d... 577968.042658: sched_wakeup: comm=rcuos/0 pid=8 prio=120 success=1 target_cpu=005
       rcu_sched-7     [000] d... 577968.042660: sched_wakeup: comm=rcuos/6 pid=14 prio=120 success=1 target_cpu=000
         rcuos/6-14    [000] d... 577968.042668: sched_wakeup: comm=rcuos/7 pid=15 prio=120 success=1 target_cpu=000
          <idle>-0     [000] dNs. 577968.045642: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
          <idle>-0     [000] dNs. 577968.045645: sched_wakeup: comm=rcu_sched pid=7 prio=120 success=1 target_cpu=001
         rcuos/6-14    [000] d... 577968.054666: sched_wakeup: comm=rcuos/7 pid=15 prio=120 success=1 target_cpu=001
         rcuos/2-10    [000] d... 577968.060671: sched_wakeup: comm=rcuos/3 pid=11 prio=120 success=1 target_cpu=002
          <idle>-0     [000] dNs. 577968.066654: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
          <idle>-0     [000] dNs. 577968.066656: sched_wakeup: comm=rcu_sched pid=7 prio=120 success=1 target_cpu=001
         rcuos/2-10    [000] d... 577968.072677: sched_wakeup: comm=rcuos/3 pid=11 prio=120 success=1 target_cpu=002
          <idle>-0     [000] dNs. 577968.084664: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
          <idle>-0     [000] dNs. 577968.084666: sched_wakeup: comm=rcu_sched pid=7 prio=120 success=1 target_cpu=001
       rcu_sched-7     [000] d... 577968.230761: sched_wakeup: comm=rcuos/2 pid=10 prio=120 success=1 target_cpu=002
          <idle>-0     [000] dNs. 577968.233755: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
          <idle>-0     [000] dNs. 577968.233758: sched_wakeup: comm=rcu_sched pid=7 prio=120 success=1 target_cpu=001
          <idle>-0     [000] dNs. 577968.813103: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
          <idle>-0     [000] dNs. 577968.813108: sched_wakeup: comm=rcu_sched pid=7 prio=120 success=1 target_cpu=001
          <idle>-0     [000] dNh. 577968.826112: sched_wakeup: comm=watchdog/0 pid=26 prio=0 success=1 target_cpu=000
